condition,layer,position,prompt_token,rank,token_id,token,logit,log_probability,probability,readable
L7_L22,7,16,spinning,23,208669,"\"",\""",67.5,-38.07893371582031,2.90087641698141e-17,False
L7_L22,7,16,spinning,24,194848,Insect,64.5,-41.07893371582031,1.444261278625496e-18,True
L7_L22,7,16,spinning,25,176500,"\"">\",63.25,-42.32893371582031,4.1378776979836673e-19,False
L7_L22,7,16,spinning,26,67619,Spin,63.25,-42.32893371582031,4.1378776979836673e-19,True
L7_L22,7,16,spinning,27,72840,"}"";",62.75,-42.82893371582031,2.509749730522907e-19,False
L7_L22,7,16,spinning,28,126522,"\""]",61.75,-43.82893371582031,9.232853641762794e-20,False
L7_L22,7,16,spinning,29,157684,}}$$,61.75,-43.82893371582031,9.232853641762794e-20,False
L7_L22,7,16,spinning,30,22233,"=\""",61.25,-44.32893371582031,5.600008869574876e-20,False
L7_L22,22,16,spinning,1,92664, spiders,75.5,-0.3045162856578827,0.7374800443649292,True
L7_L22,22,16,spinning,2,63272, ants,74.0,-1.804516315460205,0.16455402970314026,True
L7_L22,22,16,spinning,3,191,</h1>,73.0,-2.804516315460205,0.06053604558110237,False
L7_L22,22,16,spinning,4,32261, spider,72.0,-3.804516315460205,0.022269966080784798,True
L7_L22,22,16,spinning,5,192,</h2>,71.5,-4.304516315460205,0.013507417403161526,False
L7_L22,22,16,spinning,6,30348, insects,69.0,-6.804516315460205,0.0011087562888860703,True
L7_L22,22,16,spinning,7,207,</strong>,68.0,-7.804516315460205,0.0004078886704519391,False
L7_L22,22,16,spinning,8,40046, Spider,66.5,-9.304515838623047,9.101230534724891e-05,True
L7_L22,22,16,spinning,9,86757,Spider,65.5,-10.304515838623047,3.3481555874459445e-05,True
L7_L22,22,16,spinning,10,15127, bacteria,64.0,-11.804515838623047,7.470745003956836e-06,True
L7_L22,22,16,spinning,11,107206, bacterium,62.75,-13.054515838623047,2.1404043764050584e-06,True
L7_L22,22,16,spinning,12,193,</h3>,62.0,-13.804515838623047,1.0110553603226435e-06,False
L7_L22,22,16,spinning,13,103716, rodents,60.5,-15.304515838623047,2.2559694912160921e-07,True
L7_L22,22,16,spinning,14,147161,Bacteria,60.5,-15.304515838623047,2.2559694912160921e-07,True
L7_L22,22,16,spinning,15,82404, lizards,59.75,-16.054515838623047,1.0656445681433979e-07,True
L7_L22,22,16,spinning,16,193663, Insects,58.75,-17.054515838623047,3.9202870283361335e-08,True
L7_L22,22,16,spinning,17,16368, insect,58.75,-17.054515838623047,3.9202870283361335e-08,True
L7_L22,22,16,spinning,18,165976, jellyfish,58.25,-17.554515838623047,2.3777744218023145e-08,True
L7_L22,22,16,spinning,19,152228, nematode,58.25,-17.554515838623047,2.3777744218023145e-08,True
L7_L22,22,16,spinning,20,68468, worms,58.0,-17.804515838623047,1.8518125699529264e-08,True
L7_L22,22,16,spinning,21,48587,spider,58.0,-17.804515838623047,1.8518125699529264e-08,True
L7_L22,22,16,spinning,22,190788, Ants,57.75,-18.054515838623047,1.4421930316643738e-08,True
L7_L22,22,16,spinning,23,75425, microbes,57.75,-18.054515838623047,1.4421930316643738e-08,True
L7_L22,22,16,spinning,24,43618, bees,57.75,-18.054515838623047,1.4421930316643738e-08,True
L7_L22,22,16,spinning,25,195052, wasps,57.5,-18.304515838623047,1.1231811036793715e-08,True
L7_L22,22,16,spinning,26,124832, Bacteria,57.25,-18.554515838623047,8.747343294146503e-09,True
L7_L22,22,16,spinning,27,194,</h4>,57.25,-18.554515838623047,8.747343294146503e-09,False
L7_L22,22,16,spinning,28,115614, beetles,57.0,-18.804515838623047,6.812437725045584e-09,True
L7_L22,22,16,spinning,29,208,</em>,56.5,-19.304515838623047,4.131952113795023e-09,False
L7_L22,22,16,spinning,30,63874, fungus,56.5,-19.304515838623047,4.131952113795023e-09,True
L7_L22,22,21,"
",1,149047, invertebrates,56.75,-0.889115571975708,0.41101911664009094,True
L7_L22,22,21,"
",2,218685, crustaceans,56.5,-1.139115571975708,0.3201020061969757,True
L7_L22,22,21,"
",3,30348, insects,55.75,-1.889115571975708,0.15120548009872437,True
L7_L22,22,21,"
",4,133071, vertebrates,54.75,-2.889115571975708,0.05562538653612137,True
L7_L22,22,21,"
",5,226821, invertebrate,54.75,-2.889115571975708,0.05562538653612137,True
L7_L22,22,21,"
",6,92664, spiders,51.75,-5.889115333557129,0.002769425744190812,True
L7_L22,22,21,"
",7,114481, vertebrate,51.5,-6.139115333557129,0.002156830858439207,True
L7_L22,22,21,"
",8,167786, amphibians,50.25,-7.389115333557129,0.0006179423653520644,True
L7_L22,22,21,"
",9,49584, larvae,49.0,-8.639115333557129,0.0001770434610079974,True
L7_L22,22,21,"
",10,161925, arthrop,48.75,-8.889115333557129,0.00013788157957606018,True
L7_L22,22,21,"
",11,16368, insect,48.75,-8.889115333557129,0.00013788157957606018,True
L7_L22,22,21,"
",12,71523,vertebr,48.5,-9.139115333557129,0.00010738228593254462,True
L7_L22,22,21,"
",13,142681, tentacles,48.0,-9.639115333557129,6.513064727187157e-05,True
L7_L22,22,21,"
",14,192400, chitin,47.5,-10.139115333557129,3.950373502448201e-05,True
L7_L22,22,21,"
",15,63579, mammalian,47.5,-10.139115333557129,3.950373502448201e-05,True
L7_L22,22,21,"
",16,48587,spider,47.5,-10.139115333557129,3.950373502448201e-05,True
L7_L22,22,21,"
",17,32261, spider,47.25,-10.389115333557129,3.0765539122512564e-05,True
L7_L22,22,21,"
",18,50917, limbs,47.0,-10.639115333557129,2.3960226826602593e-05,True
L7_L22,22,21,"
",19,125242,legs,46.5,-11.139115333557129,1.4532612112816423e-05,True
L7_L22,22,21,"
",20,118441,animals,46.25,-11.389115333557129,1.131800945586292e-05,True
L7_L22,22,21,"
",21,101400, larval,46.0,-11.639115333557129,8.814474313112441e-06,True
L7_L22,22,21,"
",22,255918,🦵,45.75,-11.889115333557129,6.864720035082428e-06,False
L7_L22,22,21,"
",23,41603, larva,45.5,-12.139115333557129,5.3462490541278385e-06,True
L7_L22,22,21,"
",24,201615,proteins,45.25,-12.389115333557129,4.163663106737658e-06,True
L7_L22,22,21,"
",25,103796, crabs,45.25,-12.389115333557129,4.163663106737658e-06,True
L7_L22,22,21,"
",26,158179, appendages,45.25,-12.389115333557129,4.163663106737658e-06,True
L7_L22,22,21,"
",27,182852,insect,44.75,-12.889115333557129,2.525389390939381e-06,True
L7_L22,22,21,"
",28,119621, snails,44.75,-12.889115333557129,2.525389390939381e-06,True
L7_L22,22,21,"
",29,54515, mammals,44.75,-12.889115333557129,2.525389390939381e-06,True
L7_L22,22,21,"
",30,193663, Insects,44.5,-13.139115333557129,1.9667752440000186e-06,True
