comparison,before_condition,after_condition,layer,position,direction,rank,token_id,token,delta_logit
L22_P16_local_after_L7,L7_only,L7_L22,22,16,increase,22,31617,ipation,22.421875
L22_P16_local_after_L7,L7_only,L7_L22,22,16,increase,23,24178,ROW,22.37890625
L22_P16_local_after_L7,L7_only,L7_L22,22,16,increase,24,176994, Coronation,22.1875
L22_P16_local_after_L7,L7_only,L7_L22,22,16,increase,25,217658, Polarization,22.125
L22_P16_local_after_L7,L7_only,L7_L22,22,16,increase,26,14013,iox,22.10546875
L22_P16_local_after_L7,L7_only,L7_L22,22,16,increase,27,85623,otu,22.0
L22_P16_local_after_L7,L7_only,L7_L22,22,16,increase,28,115057, HILL,22.0
L22_P16_local_after_L7,L7_only,L7_L22,22,16,increase,29,169779,vaa,22.0
L22_P16_local_after_L7,L7_only,L7_L22,22,16,increase,30,110422, passports,22.0
L22_P16_local_after_L7,L7_only,L7_L22,22,16,decrease,1,32261, spider,-46.5
L22_P16_local_after_L7,L7_only,L7_L22,22,16,decrease,2,40046, Spider,-45.5
L22_P16_local_after_L7,L7_only,L7_L22,22,16,decrease,3,48587,spider,-43.0
L22_P16_local_after_L7,L7_only,L7_L22,22,16,decrease,4,86757,Spider,-41.0
L22_P16_local_after_L7,L7_only,L7_L22,22,16,decrease,5,92664, spiders,-40.5
L22_P16_local_after_L7,L7_only,L7_L22,22,16,decrease,6,227652, webbing,-39.125
L22_P16_local_after_L7,L7_only,L7_L22,22,16,decrease,7,76566, Webs,-37.625
L22_P16_local_after_L7,L7_only,L7_L22,22,16,decrease,8,103796, crabs,-36.75
L22_P16_local_after_L7,L7_only,L7_L22,22,16,decrease,9,65336, robotic,-35.125
L22_P16_local_after_L7,L7_only,L7_L22,22,16,decrease,10,141140, crawler,-34.75
L22_P16_local_after_L7,L7_only,L7_L22,22,16,decrease,11,146173, catfish,-34.125
L22_P16_local_after_L7,L7_only,L7_L22,22,16,decrease,12,6940, Web,-33.5625
L22_P16_local_after_L7,L7_only,L7_L22,22,16,decrease,13,15743, webs,-33.5
L22_P16_local_after_L7,L7_only,L7_L22,22,16,decrease,14,130501, feline,-33.125
L22_P16_local_after_L7,L7_only,L7_L22,22,16,decrease,15,43695, crab,-32.25
L22_P16_local_after_L7,L7_only,L7_L22,22,16,decrease,16,134588, arach,-31.75
L22_P16_local_after_L7,L7_only,L7_L22,22,16,decrease,17,212571, Arach,-31.25
L22_P16_local_after_L7,L7_only,L7_L22,22,16,decrease,18,119971, zebrafish,-31.125
L22_P16_local_after_L7,L7_only,L7_L22,22,16,decrease,19,186625, tilapia,-31.125
L22_P16_local_after_L7,L7_only,L7_L22,22,16,decrease,20,41652, tiger,-30.75
L22_P16_local_after_L7,L7_only,L7_L22,22,16,decrease,21,65705, octopus,-30.75
L22_P16_local_after_L7,L7_only,L7_L22,22,16,decrease,22,101513, webhook,-30.28125
L22_P16_local_after_L7,L7_only,L7_L22,22,16,decrease,23,30502, Unlike,-30.1875
L22_P16_local_after_L7,L7_only,L7_L22,22,16,decrease,24,35338, pumpkin,-30.0
L22_P16_local_after_L7,L7_only,L7_L22,22,16,decrease,25,196258,WebService,-30.0
L22_P16_local_after_L7,L7_only,L7_L22,22,16,decrease,26,78792, WebDriver,-29.8623046875
L22_P16_local_after_L7,L7_only,L7_L22,22,16,decrease,27,27373, silk,-29.75
L22_P16_local_after_L7,L7_only,L7_L22,22,16,decrease,28,165161, Tarant,-29.75
L22_P16_local_after_L7,L7_only,L7_L22,22,16,decrease,29,4108, web,-29.625
L22_P16_local_after_L7,L7_only,L7_L22,22,16,decrease,30,94596,tiger,-29.5625
L22_P21_local_after_L7,L7_only,L7_L22,22,21,increase,1,44933,kotlin,5.732421875
L22_P21_local_after_L7,L7_only,L7_L22,22,21,increase,2,25188,Fun,5.7109375
L22_P21_local_after_L7,L7_only,L7_L22,22,21,increase,3,93875,Kot,5.701171875
L22_P21_local_after_L7,L7_only,L7_L22,22,21,increase,4,15170,fun,5.6875
L22_P21_local_after_L7,L7_only,L7_L22,22,21,increase,5,61253,FUN,5.171875
L22_P21_local_after_L7,L7_only,L7_L22,22,21,increase,6,51836,Think,5.09375
L22_P21_local_after_L7,L7_only,L7_L22,22,21,increase,7,156563,Ear,5.0546875
L22_P21_local_after_L7,L7_only,L7_L22,22,21,increase,8,39981, Kot,4.921875
L22_P21_local_after_L7,L7_only,L7_L22,22,21,increase,9,28660,kot,4.8203125
L22_P21_local_after_L7,L7_only,L7_L22,22,21,increase,10,49111,Suspend,4.75
L22_P21_local_after_L7,L7_only,L7_L22,22,21,increase,11,43279,Loss,4.71875
L22_P21_local_after_L7,L7_only,L7_L22,22,21,increase,12,207212,Kotlin,4.626953125
L22_P21_local_after_L7,L7_only,L7_L22,22,21,increase,13,16298,apply,4.625
L22_P21_local_after_L7,L7_only,L7_L22,22,21,increase,14,32680,Mu,4.625
L22_P21_local_after_L7,L7_only,L7_L22,22,21,increase,15,803,ear,4.625
L22_P21_local_after_L7,L7_only,L7_L22,22,21,increase,16,230398,getLong,4.58984375
L22_P21_local_after_L7,L7_only,L7_L22,22,21,increase,17,23395,Short,4.5625
L22_P21_local_after_L7,L7_only,L7_L22,22,21,increase,18,128264, Rous,4.5625
L22_P21_local_after_L7,L7_only,L7_L22,22,21,increase,19,78937, kotlin,4.548828125
L22_P21_local_after_L7,L7_only,L7_L22,22,21,increase,20,36606, FUN,4.5390625
L22_P21_local_after_L7,L7_only,L7_L22,22,21,increase,21,54887,mutable,4.5
L22_P21_local_after_L7,L7_only,L7_L22,22,21,increase,22,3633,aur,4.5
L22_P21_local_after_L7,L7_only,L7_L22,22,21,increase,23,117183,Mental,4.5
L22_P21_local_after_L7,L7_only,L7_L22,22,21,increase,24,13070, Fun,4.46875
L22_P21_local_after_L7,L7_only,L7_L22,22,21,increase,25,93420,kitchen,4.4609375
L22_P21_local_after_L7,L7_only,L7_L22,22,21,increase,26,34089,Hope,4.4140625
L22_P21_local_after_L7,L7_only,L7_L22,22,21,increase,27,2317, fun,4.40625
L22_P21_local_after_L7,L7_only,L7_L22,22,21,increase,28,114631, listOf,4.40625
L22_P21_local_after_L7,L7_only,L7_L22,22,21,increase,29,70603,Aur,4.40625
L22_P21_local_after_L7,L7_only,L7_L22,22,21,increase,30,66580,sus,4.390625
L22_P21_local_after_L7,L7_only,L7_L22,22,21,decrease,1,40046, Spider,-13.5
L22_P21_local_after_L7,L7_only,L7_L22,22,21,decrease,2,32261, spider,-12.0
L22_P21_local_after_L7,L7_only,L7_L22,22,21,decrease,3,86757,Spider,-11.5
L22_P21_local_after_L7,L7_only,L7_L22,22,21,decrease,4,48587,spider,-11.25
L22_P21_local_after_L7,L7_only,L7_L22,22,21,decrease,5,92664, spiders,-10.75
L22_P21_local_after_L7,L7_only,L7_L22,22,21,decrease,6,6940, Web,-9.515625
L22_P21_local_after_L7,L7_only,L7_L22,22,21,decrease,7,76566, Webs,-9.125
L22_P21_local_after_L7,L7_only,L7_L22,22,21,decrease,8,15743, webs,-8.5
L22_P21_local_after_L7,L7_only,L7_L22,22,21,decrease,9,103141, WEB,-8.125
L22_P21_local_after_L7,L7_only,L7_L22,22,21,decrease,10,4108, web,-8.125
L22_P21_local_after_L7,L7_only,L7_L22,22,21,decrease,11,165161, Tarant,-7.875
L22_P21_local_after_L7,L7_only,L7_L22,22,21,decrease,12,61690, Silk,-7.5625
L22_P21_local_after_L7,L7_only,L7_L22,22,21,decrease,13,134588, arach,-7.5
L22_P21_local_after_L7,L7_only,L7_L22,22,21,decrease,14,6721,Web,-7.4375
L22_P21_local_after_L7,L7_only,L7_L22,22,21,decrease,15,58151, Webb,-7.3125
L22_P21_local_after_L7,L7_only,L7_L22,22,21,decrease,16,227652, webbing,-7.25
L22_P21_local_after_L7,L7_only,L7_L22,22,21,decrease,17,54736,WEB,-7.25
L22_P21_local_after_L7,L7_only,L7_L22,22,21,decrease,18,211222,Silk,-7.0
L22_P21_local_after_L7,L7_only,L7_L22,22,21,decrease,19,28457, Sony,-6.7978515625
L22_P21_local_after_L7,L7_only,L7_L22,22,21,decrease,20,57031,webs,-6.75
L22_P21_local_after_L7,L7_only,L7_L22,22,21,decrease,21,166213, Venom,-6.6875
L22_P21_local_after_L7,L7_only,L7_L22,22,21,decrease,22,210575, Spaghetti,-6.5
L22_P21_local_after_L7,L7_only,L7_L22,22,21,decrease,23,27373, silk,-6.5
L22_P21_local_after_L7,L7_only,L7_L22,22,21,decrease,24,107480, Venezuelan,-6.46875
L22_P21_local_after_L7,L7_only,L7_L22,22,21,decrease,25,5166,web,-6.375
L22_P21_local_after_L7,L7_only,L7_L22,22,21,decrease,26,212571, Arach,-6.375
L22_P21_local_after_L7,L7_only,L7_L22,22,21,decrease,27,67163, crawl,-6.25
L22_P21_local_after_L7,L7_only,L7_L22,22,21,decrease,28,184225, weavers,-6.25
L22_P21_local_after_L7,L7_only,L7_L22,22,21,decrease,29,81574, spaghetti,-6.25
L22_P21_local_after_L7,L7_only,L7_L22,22,21,decrease,30,63979, Sergio,-6.140625
L22_P16_local_clean_context,clean,L22_only,22,16,increase,1,232377, supon,30.8125
L22_P16_local_clean_context,clean,L22_only,22,16,increase,2,93369,llr,29.8125
L22_P16_local_clean_context,clean,L22_only,22,16,increase,3,99159, ij,29.3125
L22_P16_local_clean_context,clean,L22_only,22,16,increase,4,27349,LR,26.6875
L22_P16_local_clean_context,clean,L22_only,22,16,increase,5,175963, Byl,25.6875
L22_P16_local_clean_context,clean,L22_only,22,16,increase,6,67701,nden,25.5
L22_P16_local_clean_context,clean,L22_only,22,16,increase,7,131596, mesmos,25.375
L22_P16_local_clean_context,clean,L22_only,22,16,increase,8,150861, depolarization,25.203125
L22_P16_local_clean_context,clean,L22_only,22,16,increase,9,75923,elius,25.0625
L22_P16_local_clean_context,clean,L22_only,22,16,increase,10,138611,Edad,24.875
L22_P16_local_clean_context,clean,L22_only,22,16,increase,11,41300,ivated,24.8125
L22_P16_local_clean_context,clean,L22_only,22,16,increase,12,169551, Edad,24.625
L22_P16_local_clean_context,clean,L22_only,22,16,increase,13,16682, suppose,24.5625
L22_P16_local_clean_context,clean,L22_only,22,16,increase,14,157605, pracov,24.4375
L22_P16_local_clean_context,clean,L22_only,22,16,increase,15,176994, Coronation,24.15625
L22_P16_local_clean_context,clean,L22_only,22,16,increase,16,14054,Ant,24.0
L22_P16_local_clean_context,clean,L22_only,22,16,increase,17,83337,pq,23.4375
L22_P16_local_clean_context,clean,L22_only,22,16,increase,18,110422, passports,23.4375
L22_P16_local_clean_context,clean,L22_only,22,16,increase,19,117571, rutas,23.3125
L22_P16_local_clean_context,clean,L22_only,22,16,increase,20,217658, Polarization,23.3125
L22_P16_local_clean_context,clean,L22_only,22,16,increase,21,224443,yming,23.28125
L22_P16_local_clean_context,clean,L22_only,22,16,increase,22,89910,ipated,23.25
L22_P16_local_clean_context,clean,L22_only,22,16,increase,23,90797,RIAL,23.1875
L22_P16_local_clean_context,clean,L22_only,22,16,increase,24,31617,ipation,23.1875
L22_P16_local_clean_context,clean,L22_only,22,16,increase,25,132818,onin,23.0
L22_P16_local_clean_context,clean,L22_only,22,16,increase,26,55902, presumed,22.953125
L22_P16_local_clean_context,clean,L22_only,22,16,increase,27,27166,lr,22.90625
L22_P16_local_clean_context,clean,L22_only,22,16,increase,28,24178,ROW,22.86273193359375
L22_P16_local_clean_context,clean,L22_only,22,16,increase,29,115057, HILL,22.734375
L22_P16_local_clean_context,clean,L22_only,22,16,increase,30,233439,HEA,22.6875
L22_P16_local_clean_context,clean,L22_only,22,16,decrease,1,32261, spider,-54.5
L22_P16_local_clean_context,clean,L22_only,22,16,decrease,2,40046, Spider,-53.5
L22_P16_local_clean_context,clean,L22_only,22,16,decrease,3,48587,spider,-50.0
L22_P16_local_clean_context,clean,L22_only,22,16,decrease,4,92664, spiders,-47.5
L22_P16_local_clean_context,clean,L22_only,22,16,decrease,5,86757,Spider,-47.5
L22_P16_local_clean_context,clean,L22_only,22,16,decrease,6,227652, webbing,-43.625
L22_P16_local_clean_context,clean,L22_only,22,16,decrease,7,76566, Webs,-43.0
L22_P16_local_clean_context,clean,L22_only,22,16,decrease,8,6940, Web,-40.0
L22_P16_local_clean_context,clean,L22_only,22,16,decrease,9,15743, webs,-38.75
L22_P16_local_clean_context,clean,L22_only,22,16,decrease,10,103796, crabs,-38.75
L22_P16_local_clean_context,clean,L22_only,22,16,decrease,11,134588, arach,-37.75
L22_P16_local_clean_context,clean,L22_only,22,16,decrease,12,141140, crawler,-37.0
L22_P16_local_clean_context,clean,L22_only,22,16,decrease,13,65336, robotic,-36.875
L22_P16_local_clean_context,clean,L22_only,22,16,decrease,14,212571, Arach,-35.75
L22_P16_local_clean_context,clean,L22_only,22,16,decrease,15,4108, web,-35.5
L22_P16_local_clean_context,clean,L22_only,22,16,decrease,16,43695, crab,-35.0
L22_P16_local_clean_context,clean,L22_only,22,16,decrease,17,130501, feline,-34.875
L22_P16_local_clean_context,clean,L22_only,22,16,decrease,18,165161, Tarant,-34.375
L22_P16_local_clean_context,clean,L22_only,22,16,decrease,19,27373, silk,-34.25
L22_P16_local_clean_context,clean,L22_only,22,16,decrease,20,101513, webhook,-33.9375
L22_P16_local_clean_context,clean,L22_only,22,16,decrease,21,146173, catfish,-33.75
L22_P16_local_clean_context,clean,L22_only,22,16,decrease,22,103141, WEB,-33.625
L22_P16_local_clean_context,clean,L22_only,22,16,decrease,23,58151, Webb,-32.5
L22_P16_local_clean_context,clean,L22_only,22,16,decrease,24,65705, octopus,-32.25
L22_P16_local_clean_context,clean,L22_only,22,16,decrease,25,78792, WebDriver,-31.837890625
L22_P16_local_clean_context,clean,L22_only,22,16,decrease,26,160202,WebServer,-31.75
L22_P16_local_clean_context,clean,L22_only,22,16,decrease,27,196258,WebService,-31.625
L22_P16_local_clean_context,clean,L22_only,22,16,decrease,28,6721,Web,-31.375
L22_P16_local_clean_context,clean,L22_only,22,16,decrease,29,41652, tiger,-31.375
L22_P16_local_clean_context,clean,L22_only,22,16,decrease,30,54736,WEB,-31.25
L22_P21_local_clean_context,clean,L22_only,22,21,increase,1,44933,kotlin,11.90625
L22_P21_local_clean_context,clean,L22_only,22,21,increase,2,93875,Kot,11.7109375
L22_P21_local_clean_context,clean,L22_only,22,21,increase,3,15170,fun,11.5390625
L22_P21_local_clean_context,clean,L22_only,22,21,increase,4,25188,Fun,11.51171875
L22_P21_local_clean_context,clean,L22_only,22,21,increase,5,51836,Think,11.1640625
L22_P21_local_clean_context,clean,L22_only,22,21,increase,6,61253,FUN,11.0
L22_P21_local_clean_context,clean,L22_only,22,21,increase,7,49111,Suspend,10.71875
L22_P21_local_clean_context,clean,L22_only,22,21,increase,8,16298,apply,10.4375
L22_P21_local_clean_context,clean,L22_only,22,21,increase,9,54887,mutable,10.25
L22_P21_local_clean_context,clean,L22_only,22,21,increase,10,156563,Ear,10.193359375
L22_P21_local_clean_context,clean,L22_only,22,21,increase,11,36345,think,10.0625
L22_P21_local_clean_context,clean,L22_only,22,21,increase,12,28660,kot,9.96875
L22_P21_local_clean_context,clean,L22_only,22,21,increase,13,23938, batteries,9.9375
L22_P21_local_clean_context,clean,L22_only,22,21,increase,14,43279,Loss,9.875
L22_P21_local_clean_context,clean,L22_only,22,21,increase,15,23395,Short,9.861328125
L22_P21_local_clean_context,clean,L22_only,22,21,increase,16,39981, Kot,9.78125
L22_P21_local_clean_context,clean,L22_only,22,21,increase,17,32010, appliances,9.75
L22_P21_local_clean_context,clean,L22_only,22,21,increase,18,193505,workouts,9.75
L22_P21_local_clean_context,clean,L22_only,22,21,increase,19,66580,sus,9.71875
L22_P21_local_clean_context,clean,L22_only,22,21,increase,20,27090,Sus,9.65234375
L22_P21_local_clean_context,clean,L22_only,22,21,increase,21,117183,Mental,9.55859375
L22_P21_local_clean_context,clean,L22_only,22,21,increase,22,207212,Kotlin,9.540283203125
L22_P21_local_clean_context,clean,L22_only,22,21,increase,23,93420,kitchen,9.53125
L22_P21_local_clean_context,clean,L22_only,22,21,increase,24,135598, fuselage,9.5
L22_P21_local_clean_context,clean,L22_only,22,21,increase,25,6972, thinking,9.48046875
L22_P21_local_clean_context,clean,L22_only,22,21,increase,26,32680,Mu,9.453125
L22_P21_local_clean_context,clean,L22_only,22,21,increase,27,224587,suspended,9.4375
L22_P21_local_clean_context,clean,L22_only,22,21,increase,28,94562,Pairs,9.4375
L22_P21_local_clean_context,clean,L22_only,22,21,increase,29,132748, applicator,9.375
L22_P21_local_clean_context,clean,L22_only,22,21,increase,30,120474,Thinking,9.3564453125
L22_P21_local_clean_context,clean,L22_only,22,21,decrease,1,40046, Spider,-23.5
L22_P21_local_clean_context,clean,L22_only,22,21,decrease,2,32261, spider,-19.5
L22_P21_local_clean_context,clean,L22_only,22,21,decrease,3,86757,Spider,-19.5
L22_P21_local_clean_context,clean,L22_only,22,21,decrease,4,6940, Web,-18.5
L22_P21_local_clean_context,clean,L22_only,22,21,decrease,5,48587,spider,-18.5
L22_P21_local_clean_context,clean,L22_only,22,21,decrease,6,76566, Webs,-16.25
L22_P21_local_clean_context,clean,L22_only,22,21,decrease,7,92664, spiders,-16.0
L22_P21_local_clean_context,clean,L22_only,22,21,decrease,8,103141, WEB,-15.5625
L22_P21_local_clean_context,clean,L22_only,22,21,decrease,9,4108, web,-15.125
L22_P21_local_clean_context,clean,L22_only,22,21,decrease,10,15743, webs,-14.5
L22_P21_local_clean_context,clean,L22_only,22,21,decrease,11,165161, Tarant,-14.25
L22_P21_local_clean_context,clean,L22_only,22,21,decrease,12,61690, Silk,-14.125
L22_P21_local_clean_context,clean,L22_only,22,21,decrease,13,107480, Venezuelan,-14.01953125
L22_P21_local_clean_context,clean,L22_only,22,21,decrease,14,58151, Webb,-13.75
L22_P21_local_clean_context,clean,L22_only,22,21,decrease,15,6721,Web,-13.75
L22_P21_local_clean_context,clean,L22_only,22,21,decrease,16,28457, Sony,-13.5625
L22_P21_local_clean_context,clean,L22_only,22,21,decrease,17,54736,WEB,-13.25
L22_P21_local_clean_context,clean,L22_only,22,21,decrease,18,36723, Venezuela,-12.96875
L22_P21_local_clean_context,clean,L22_only,22,21,decrease,19,91646, Colombian,-12.96875
L22_P21_local_clean_context,clean,L22_only,22,21,decrease,20,63979, Sergio,-12.9375
L22_P21_local_clean_context,clean,L22_only,22,21,decrease,21,211222,Silk,-12.625
L22_P21_local_clean_context,clean,L22_only,22,21,decrease,22,166213, Venom,-12.5
L22_P21_local_clean_context,clean,L22_only,22,21,decrease,23,134588, arach,-12.0
L22_P21_local_clean_context,clean,L22_only,22,21,decrease,24,210575, Spaghetti,-11.875
L22_P21_local_clean_context,clean,L22_only,22,21,decrease,25,41541, Zimbabwe,-11.875
L22_P21_local_clean_context,clean,L22_only,22,21,decrease,26,200634, Zimbabwean,-11.78125
L22_P21_local_clean_context,clean,L22_only,22,21,decrease,27,227652, webbing,-11.75
L22_P21_local_clean_context,clean,L22_only,22,21,decrease,28,86376, Itali,-11.71875
L22_P21_local_clean_context,clean,L22_only,22,21,decrease,29,27373, silk,-11.625
L22_P21_local_clean_context,clean,L22_only,22,21,decrease,30,2177, Sp,-11.59375
